userName,score,at,content,translated_content,sentiment
Richard Vito Prabowo,5,2023-07-06 12:08:50,"Overall bagus, bbrp yang perlu di perbarui 1. Algoritma nyasar terlalu jauh 2. Tambahin Edit postingan dan jumlah re-threads 3. Tambahin Pilihan folder album 4. Tambahin fitur Download media 5. Tambahin banner/sampul profile","Overall good, a few things need to be updated 1. Algorithm strayed too far 2. Add edit posts and number of re-threads 3. Add album folder options 4. Add download media feature 5. Add banner/profile cover",positive
Xidane Yusuf,1,2023-07-27 09:09:55,"Sebenarnya, aplikasi ini bagus karena dapat mendampingi Instagram. Namun tak ada fitur Mode Gelap yang umum dijumpai diaplikasi lainnya.","Actually, this application is good because it can accompany Instagram. However, there is no Dark Mode feature that is commonly found in other applications.",positive
Vil Frey,1,2023-07-07 17:44:30,"pastingan-postingannya tolong dirapikan karena terlalu spam. yang tidak difollow lebih baik tidak usah dimunculkan di menu home. saya tidak ingin melihat postingan yang tidak ingin saya lihat. tolong segera diperbaiki karena sangat mengganggu. jika seperti ini terus, maka bisa dipastikan media sosial ini tidak akan bertahan lama.","Please tidy up the posts because they are too spam. If you don't follow it, it's better not to show it in the home menu. I don't want to see posts that I don't want to see. please fix it immediately because it is very annoying. If this continues, then we can be sure that this social media will not last long.",positive
Fatma,5,2023-07-06 05:08:11,"Udah bagus karna aplikasi baru, karna dah terbiasa dg Twitter jadi gampang menyesuaikan nya. Palingan fitur nambah beberapa akun threads, sama ganti nama akun nya terpisah dg Instragram. Thanks","It's good because it's a new application, because I'm used to Twitter it's easy to adapt. At the very least, the feature adds several thread accounts, as well as changing the name of the account separately from Instagram. Thanks",positive
Sayasiapa Anjay,3,2023-07-08 11:01:41,"Bug limit follow nya yang bikin gak nyaman, cukup eror di threads aja , Instagram nya jangan ikut ikutan bug juga. Padahal di Instagram gak ngapa ngapain.","The follow limit bug is what makes you uncomfortable, just an error in threads, Instagram don't follow the bug too. Even though you don't do anything on Instagram.",negative
Arrahman Cjdw,5,2023-07-07 16:11:17,"Kalau mau pakai aplikasinya usahakan hp kalian internal masih banyak dan ram minimal 3 GB,agar tidak patah"",ini saya pakai hp ram 3 aja masih lancar kok.","If you want to use the application, make sure your cellphone still has plenty of internal storage and at least 3 GB of RAM, so it doesn't break,"" I'm using a cellphone with 3 RAM and it's still running smoothly.",positive
Yanzero,1,2023-07-08 12:41:03,"Perbaiki bug text yang bertumpukan saat di scroll, bug nya parah sangat menggangu, terimakasih.","Fix the bug where text overlaps when scrolling, the bug is serious and very annoying, thank you.",negative
Martina M,5,2023-07-09 06:36:50,"Bagus. Cuma sepertinya postingan yg sudah dipost tdk bisa edit yaa? Jd harus hapus postingan kita dulu baru upload lagi (iya gk si? Atau aku yg masih kagok sm aplikasi ini *wkwk) Juga butuh translate utk postingan yg menggunakan bahasa mereka. Biar orang asing bisa paham apa yang ditulis (gk nemu jg yg 1 ini, atau mungkin belum kenal betul fitur²nya 😁)","Good. It just seems like posts that have already been posted can't be edited, right? So we have to delete our post first then upload it again (is that right or not? Or am I still confused about this application *wkwk) Also need translation for posts that use their language. So that foreigners can understand what is written (didn't find this one, or maybe don't really know the features 😁)",positive
Mas'ud As'ad,4,2023-07-05 23:06:55,"Baru mencobanya, Meta sedang berusaha bersaing dengan Twitter dan microblogging app lainnya. Review singkat: tak ada yang spesial sementara ini, hanya saja kita bisa dengan mudah menghubungkan pengikut Instagram kita dengan app ini.","Just tried it, Meta is trying to compete with Twitter and other microblogging apps. Quick review: nothing special at the moment, only that we can easily connect our Instagram followers with this app.",negative
Sitait Ali,1,2024-07-16 05:00:07,Aplikasi sampah. Maksa buat instal dengan pancingan postingan Instagram yg tidak lengkap... Benar-benar samph,Garbage app. Forced to install by luring incomplete Instagram posts... Really samph,negative
Mahdafiqihya Ahmad shidqi,4,2024-05-29 17:33:00,Kita perlu dipermudah dalam mencari apa yang ingin kita ketahui di sini,We need to make it easier to find what we want to know here,positive
Ade Feri Ramdon S.S,5,2024-06-29 16:30:42,tambah sedulur... ayo saling follow.,add brothers... let's follow each other.,negative
indah mawati,5,2024-06-04 10:18:49,"Baik , Cepat, Tanggap","Good, Fast, Responsive",positive
Moh. Affan Ridlallah,2,2024-04-05 04:42:06,"Aplikasi rusak, tidak stabil, sering muat ulang sendiri, gajelas. Belum siap jangan diluncurkan, malu-maluin. Kek aplikasi pemerintah aja.","App is broken, unstable, frequently reloads itself, unclear. It's not ready yet, don't launch it, be shy. Just a government application.",negative
ambo yazid,4,2024-05-27 02:58:12,"Saya ga bisa baca komen pangguna lain.. apa emang gitu ya, apa saya yg belum ngerti..","I can't read other users' comments... is that really the case, am I the one who doesn't understand...",negative
renken,1,2024-07-09 12:53:03,thread saya tidak ada titik 3 untuk menghapus komentar,My thread doesn't have point 3 to delete comments,negative
吉技,4,2023-07-06 09:55:02,Hanya test karena mirip Twitter jadi penasaran seperti apa Twitter buatan raksasa sekelas Meta. Dari segi tampilan sih mantap cuma yang buat bosen fitur-fiturnya masih kalah & ketaut sama instagram (ga berdiri sendiri) jadi harus buat IG dulu saat mau mencoba.,"Just a test because it's similar to Twitter, so I'm curious what Twitter made by a giant like Meta is like. In terms of appearance, it's great, the only thing that makes you bored is that the features are still lacking & it's linked to Instagram (it doesn't stand alone) so you have to create IG first when you want to try it.",positive
Riska,5,2023-10-30 11:33:21,pendapat aku ini bagus sih kaya Facebook... buat unggah foto nya bagus disini gak seburam kaya di Facebook cuma gak bisa buat balas pesan ya. dan aku hapus kembali karena malas kebanyakan aplikasi gak penting 😅,"In my opinion, it's as good as Facebook... for uploading photos, it's good here, it's not as blurry as it is on Facebook, but you can't reply to messages. and I deleted it again because I was lazy, most of the applications weren't important 😅",negative
Najib Awoakwoakwok,1,2024-04-30 07:47:44,"bru jg slese donlod udh disuruh update,lawak bner nih apk😂","Bro, I'm done downloading, I've been told to update it, it's a really funny apk😂",positive
Lisa Chow,1,2023-07-08 00:13:14,"Semenjak download aplikasi ini. IG utama saya sering logout sendiri. Otomatis threads juga logout, mau login malah sekarang tidak bisa.","Since downloading this application. My main IG often logs itself out. Automatically the threads are also logged out, I want to log in but now I can't.",negative
Zikow Akbar,3,2024-05-04 23:07:58,"cukup bagus, tetapi mengapa saat saya mempostinh video jadi blur?, mohon di tambahkan mode hd. dan mengapa saya tidak bisa melihat komen ulasan orang lain, bisa tetapi saya juga harus komen?..???","It's pretty good, but why does it blur when I post a video? Please add HD mode. and why can't I see other people's review comments, I can but I also have to comment?..???",positive
Irfan_nv,1,2023-07-06 08:22:08,"tolong banget untuk pembuat aplikasi kalau benar benar ingin bersaing dengan twiter standar komunitasnya diperbaiki,karna sebagian orang lebih menggunakan suatu sosmed dengan tujuan untuk mencari gambar kartun tanpa busana. untuk sementara saya kasih rating bintang 1🙏","Really help application makers if they really want to compete with Twitter to improve their community standards, because some people prefer to use social media with the aim of looking for naked cartoon pictures. For the time being I give a 1 star rating🙏",positive
suhendra wahyuri,4,2023-07-08 03:05:48,"Bagus untuk saat ini saya kasih bintang 4, karna belom ada fitur tagar terheboh, terbaru, terviral agar balance tidak ada topik terhangat yang terlewati dan mengikuti trending harian bisa saya naikan bintangnya 👍🏻","Good for now I give 4 stars, because there is no feature for the hottest, newest, most viral hashtags so that the balance doesn't miss any of the hottest topics and following daily trending I can increase the stars 👍🏻",positive
adi skill,2,2023-07-07 00:51:59,"Bintang 2 dulu, karena saat di buka apk langsung ngebug seperti tulisan dan gambar acak-acakan. dan semakin di scrool semakin acak tulisannya:v","2 stars first, because when you open the apk it immediately crashes like the writing and images are messy. and the more you scroll, the more random the writing becomes: v",negative
Hendri,4,2023-07-11 05:25:27,"Ada sedikit ngebug saat membuat caption dan kalau bisa bikin algoritma cepat viral usernya, agar makin banyak usernya. Karena manusia ingin dikenal","There is a slight bug when creating captions and if possible, make the algorithm go viral quickly for users, so that there will be more users. Because humans want to be known",positive
Fahmi Nurdiansyah Channel,5,2024-04-10 18:22:16,"Agak hampir mirip, lumayan cepet tapi kalo ram kecil kurang apdol ✌️👍","It's almost the same, quite fast but if the RAM is small it won't have enough hardware ✌️👍",negative
Arii Haxor,4,2023-07-08 13:12:19,"Harus refresh refresh terus ketika update atau hapus pesan atau yg lainnya udah si itu aja masih belum live refresh kek Facebook, dan fitur chat, fitur download gambar / video, fitur rethreads counter nya semoga cepet ada Terimakasih","You have to keep refreshing when updating or deleting messages or something else. That's all, Facebook still doesn't live refresh, and the chat feature, image/video download feature, rethreads counter feature, hopefully it will be there soon. Thank you",positive
Muhammad Afdlillah,1,2024-02-29 10:02:42,terjemahan teks tidak sesuai dengan yang dikehendaki,the translation of the text is not as desired,negative
Angga Tri Nanda,5,2023-07-09 13:44:07,"Saran, tidak usah buat aplikasi baru, cukup dengan instagram dan kembangkan lagi dengan fitur fitur terbaik... Tunjukan karya terbaik kamu sampai dunia terkagum kagum dengan kamu..","Advice, no need to create a new application, just use Instagram and develop it again with the best features... Show your best work until the world is amazed by you...",positive
