text,positive_sentences,positive_score
sejak instal aktif buat threads tiap atau hari ig langsung tidak dapat buka sudah verifikasi kali pakai no hp tetep gagal saya kecewa sekali padahal konten di threads bukan konten sensitif sekarang baik akun instagram atau threads tidak ada yang dapat buka sebal sekali,sejak instal aktif buat threads tiap atau hari ig langsung tidak dapat buka sudah verifikasi kali pakai no hp tetep gagal saya kecewa sekali padahal konten di threads bukan konten sensitif sekarang baik akun instagram atau threads tidak ada yang dapat buka sebal sekali,2
najis baru download sudah suruh kali update gila gila update ini aplikasi tidak saya update lebih baik saya apus sudah,najis baru download sudah suruh kali update gila gila update ini aplikasi tidak saya update lebih baik saya apus sudah,2
aplikasi threads sangat bagus moga lebih bagus lagi depan,aplikasi threads sangat bagus moga lebih bagus lagi depan,2
bagus sangat untuk bagi dengan semua orang,bagus sangat untuk bagi dengan semua orang,2
sedikit saran beberapa fitur buat aplikasi ini mungkin dapat di optimal fitur zoom foto soal kadang susah kalau mau lihat foto tidak dapat di zoom terus mungkin tambahin hastag juga agar orang kalau mau nulis caption tentu dapat jangkau lebih luas terus kalau emang mau sama dengan twitter ada tab beranda seperti following dan for you oh sama satu lagi tambahin opsi media upa galeri bawa di bagi post tweet jadi supaya orang gampang milih foto di dalam galeri,sedikit saran beberapa fitur buat aplikasi ini mungkin dapat di optimal fitur zoom foto soal kadang susah kalau mau lihat foto tidak dapat di zoom terus mungkin tambahin hastag juga agar orang kalau mau nulis caption tentu dapat jangkau lebih luas terus kalau emang mau sama dengan twitter ada tab beranda seperti following dan for you oh sama satu lagi tambahin opsi media upa galeri bawa di bagi post tweet jadi supaya orang gampang milih foto di dalam galeri,2
bagus kak jadi ken terus,bagus kak jadi ken terus,2
bagus but kurang komunikatif saja,bagus but kurang komunikatif saja,2
lumayan bagus untuk aplikasi sosmed yang baru rilis cuma masih ada yang harus baik harus ada opsi auto play video yang dapat mati agar hemat kuota tidak ada fitur dm interface yang biasa saja ini yang bikin kalah jauh sama twitter yaitu fitur trend topik yang tidak ada di threads,lumayan bagus untuk aplikasi sosmed yang baru rilis cuma masih ada yang harus baik harus ada opsi auto play video yang dapat mati agar hemat kuota tidak ada fitur dm interface yang biasa saja ini yang bikin kalah jauh sama twitter yaitu fitur trend topik yang tidak ada di threads,2
enak saja baca threads banyak tulis bagus nambah ilmu baik ahlak diri,enak saja baca threads banyak tulis bagus nambah ilmu baik ahlak diri,2
app bagus dan lebih baik lagi jika ada motivasi untuk karya,app bagus dan lebih baik lagi jika ada motivasi untuk karya,2
threads aplikasihnya sangat mudah dan asyiik,threads aplikasihnya sangat mudah dan asyiik,2
saat ini masih fungsi dengan baik bintang dulu masuk buat emban fitur untuk simpan vidio belum dapat saat ini moga dapat cepat benah,saat ini masih fungsi dengan baik bintang dulu masuk buat emban fitur untuk simpan vidio belum dapat saat ini moga dapat cepat benah,2
jauh ini masih bagus app ini tidak ada masalah moga lebih baik saja,jauh ini masih bagus app ini tidak ada masalah moga lebih baik saja,2
aneh padahal sudah keinstal tapi tidak muncul di halaman layar saya yakin ini bug aplikasi karena saat saya coba unduh aplikasi lain baik saja tapi saat threads di instal tidak mau muncul di halaman layar bahkan saat coba untuk buka dari playstore pun tetap tidak dapat tapi telah saya hapus dan unduh lagi lama x baru dapat hadehh buang buang kuota internet,aneh padahal sudah keinstal tapi tidak muncul di halaman layar saya yakin ini bug aplikasi karena saat saya coba unduh aplikasi lain baik saja tapi saat threads di instal tidak mau muncul di halaman layar bahkan saat coba untuk buka dari playstore pun tetap tidak dapat tapi telah saya hapus dan unduh lagi lama x baru dapat hadehh buang buang kuota internet,2
bagus saja tapi kalau dapat tingkat lagi dapat untuk upload dari instagram langsung dapat masuk ke threads jadi tidak perlu upload dua kali ke instagram dan threads lebih simpel dan praktis seperti buat story dari instagram ke fb,bagus saja tapi kalau dapat tingkat lagi dapat untuk upload dari instagram langsung dapat masuk ke threads jadi tidak perlu upload dua kali ke instagram dan threads lebih simpel dan praktis seperti buat story dari instagram ke fb,2
sudah benar ada background thread nya bahkan hapus ini bug atau sengaja saja tolong baik dong padahal aesthetic pakai background itu ciri khas sangat,sudah benar ada background thread nya bahkan hapus ini bug atau sengaja saja tolong baik dong padahal aesthetic pakai background itu ciri khas sangat,2
pas sangat buat orang orang yang suka nulis atau dar mbaca quotes karena terkadang kalimat itu seperti hati yang sedang bicara,pas sangat buat orang orang yang suka nulis atau dar mbaca quotes karena terkadang kalimat itu seperti hati yang sedang bicara,2
lumayan bagus tahan aman guna,lumayan bagus tahan aman guna,2
sudah bagus saja cuma maaih ada bbrapa yang harus di baik adain tema mode gelap kurang yaman liat kalau pakai mode biasa klwdonload kualitas vido potonya jelek jadi turun,sudah bagus saja cuma maaih ada bbrapa yang harus di baik adain tema mode gelap kurang yaman liat kalau pakai mode biasa klwdonload kualitas vido potonya jelek jadi turun,2
aplikasi sudah bagus cuma alangkah baik jika fitur edit utas tidak beri batas waktu kadang kalau ada utas yang urgent dan salah tulis dan baru sadar agak lama akan susah untuk baik apalagi jia utas sebut ada dalam thread,aplikasi sudah bagus cuma alangkah baik jika fitur edit utas tidak beri batas waktu kadang kalau ada utas yang urgent dan salah tulis dan baru sadar agak lama akan susah untuk baik apalagi jia utas sebut ada dalam thread,2
halo admin awal belum main th akun ig saya aman saja tapi kenapa pas main th kok tiba dapat notif akun anda nonaktif dan harus aju banding pas sudah aju banding akun saya bahkan hilang tolong dong dibenerin lagi agar tidak pengaruh ke ig org tolong juga akun yang folls besar seperti punya saya hilang begitu ngrs kesel sangat sakit hati kecewa bner ini apk tidak seperti yang aku duga ngancurin semua hidup org akun ig nya harus nonaktif padahal tidak salah apa tidak ngelanggar atur sudah dapat notif gitu,halo admin awal belum main th akun ig saya aman saja tapi kenapa pas main th kok tiba dapat notif akun anda nonaktif dan harus aju banding pas sudah aju banding akun saya bahkan hilang tolong dong dibenerin lagi agar tidak pengaruh ke ig org tolong juga akun yang folls besar seperti punya saya hilang begitu ngrs kesel sangat sakit hati kecewa bner ini apk tidak seperti yang aku duga ngancurin semua hidup org akun ig nya harus nonaktif padahal tidak salah apa tidak ngelanggar atur sudah dapat notif gitu,2
aplikasi lumayan bagus saja lama ini masih belm ada kendala mudah untuk interaksi tambah teman dan lain bagai iya walaupun belm tahu cara make nya,aplikasi lumayan bagus saja lama ini masih belm ada kendala mudah untuk interaksi tambah teman dan lain bagai iya walaupun belm tahu cara make nya,2
jauh ini cukup bagus tapi saran mungkin dapat di tambah juga di pusat akun meta jadi dapat auto posting di aplikasi sekaligus ig facebook threads dan aplikasi ini belum sedia mode gelap jadi mungkin dapat di tambah dan juga foto belum dapat di simpan atau di download cara langsung serta masih ada beberapa bug yang munkin harus di baik itu saran dari saya bagai user,jauh ini cukup bagus tapi saran mungkin dapat di tambah juga di pusat akun meta jadi dapat auto posting di aplikasi sekaligus ig facebook threads dan aplikasi ini belum sedia mode gelap jadi mungkin dapat di tambah dan juga foto belum dapat di simpan atau di download cara langsung serta masih ada beberapa bug yang munkin harus di baik itu saran dari saya bagai user,2
tidak jelas baru download bahkan suruh update aneh,tidak jelas baru download bahkan suruh update aneh,2
gaes tahu kok masih pada masalah sama aplikasi saya juga notif beranta tidak dapat lihat siapa yang belum follow atau sudah follow tapi aplikasi ini kan baru launching jadi pasti banyak masalah jadi doain saja di lanjut update nanti lebih baik dari yang ini kita tungguin saja update lanjut,gaes tahu kok masih pada masalah sama aplikasi saya juga notif beranta tidak dapat lihat siapa yang belum follow atau sudah follow tapi aplikasi ini kan baru launching jadi pasti banyak masalah jadi doain saja di lanjut update nanti lebih baik dari yang ini kita tungguin saja update lanjut,2
bagus banget tapi masih banyak kurang nya kaya tiap ganti lihat video video otomatis ngemute sendiri harus ada fitur markah agar sesuatu yang kita suka tinggal cari di markah agar tidak repot cari ngeslide di akun yang sudah banyak postingannya harus ada fitur simpan ke galeri bagus buat video dan gambar juga,bagus banget tapi masih banyak kurang nya kaya tiap ganti lihat video video otomatis ngemute sendiri harus ada fitur markah agar sesuatu yang kita suka tinggal cari di markah agar tidak repot cari ngeslide di akun yang sudah banyak postingannya harus ada fitur simpan ke galeri bagus buat video dan gambar juga,2
untuk performa bagus tapi guna apa kalau isi banyak akun fake semua yang foto tebar pesona hanya untuk tarik perhati agar di follow akun nya lai instagram pun juga sama sampai kapan sosmed lampias tipu di baik dengan benar,untuk performa bagus tapi guna apa kalau isi banyak akun fake semua yang foto tebar pesona hanya untuk tarik perhati agar di follow akun nya lai instagram pun juga sama sampai kapan sosmed lampias tipu di baik dengan benar,2
sudah cukup bagus akan lebih baik jika ada fitur terjemah dalam bahasa yang dapat di tentu dan dapat akting dark mode dan bagai,sudah cukup bagus akan lebih baik jika ada fitur terjemah dalam bahasa yang dapat di tentu dan dapat akting dark mode dan bagai,2
bagus ajasih mirip twtr pas baru launching tapi belum bikin nyaman karena timeline nya seperti tempat sampah tidak dapat di filter,bagus ajasih mirip twtr pas baru launching tapi belum bikin nyaman karena timeline nya seperti tempat sampah tidak dapat di filter,2
bagus sangat cuma tolong tambah fitur semat tagar dan dapat untuk banyak akun tidak cuma satu akun utama saja begitu saja kalau sudah ada aku kasih bintang yah dan saya tahu ini masih awal tapi ini sedikit saran dari saya dan banyak dari teman saya yang aju yang seperti saya saran,bagus sangat cuma tolong tambah fitur semat tagar dan dapat untuk banyak akun tidak cuma satu akun utama saja begitu saja kalau sudah ada aku kasih bintang yah dan saya tahu ini masih awal tapi ini sedikit saran dari saya dan banyak dari teman saya yang aju yang seperti saya saran,2
sudah cukup bagus dan fitur yang paling saya suka adalah dapat kirim pesan suara di komen section tapi kurang cuma satu resolusi jadi turun kalau upload atau download media tolong tambah opsi untuk meng upload atau mendownload gambar dan video dalam resolusi yang hd agar aplikasi ini dapat lebih bagus lagi,sudah cukup bagus dan fitur yang paling saya suka adalah dapat kirim pesan suara di komen section tapi kurang cuma satu resolusi jadi turun kalau upload atau download media tolong tambah opsi untuk meng upload atau mendownload gambar dan video dalam resolusi yang hd agar aplikasi ini dapat lebih bagus lagi,2
jauh ini cukup bagus aku kurang suka karena tidak dapat lihat daftar orang yang ikut tidak dapat cari topik yang minat juga di bagi cari saat aku cari stray kids misal yang muncul cuma akun akun kait,jauh ini cukup bagus aku kurang suka karena tidak dapat lihat daftar orang yang ikut tidak dapat cari topik yang minat juga di bagi cari saat aku cari stray kids misal yang muncul cuma akun akun kait,2
tolong adain fitur baru yang tarik contoh kaya dapat dengerin lagu bareng bareng sama tmn terus adain follow back agar tidak capek ngecek satu fitur voice note sabi saja tapi dibatasin waktuny akhir fitur dm thank you,tolong adain fitur baru yang tarik contoh kaya dapat dengerin lagu bareng bareng sama tmn terus adain follow back agar tidak capek ngecek satu fitur voice note sabi saja tapi dibatasin waktuny akhir fitur dm thank you,2
hallo admin meta jauh ini aplikasi threads sudah bagus tapi kenapa kalau mau posting ke instagram story tidak muncul background tulis threadsnya yah tolong tampil kembali karena turut saya itu sangat bagus sekali karena tambah kesan yang bagus di instagram story terimakasih,hallo admin meta jauh ini aplikasi threads sudah bagus tapi kenapa kalau mau posting ke instagram story tidak muncul background tulis threadsnya yah tolong tampil kembali karena turut saya itu sangat bagus sekali karena tambah kesan yang bagus di instagram story terimakasih,2
aplikasi nya sangat bagus masuk fitur nya tapi saya kasih gin dulu soal kualitas upload foto video nya masih kurang bagus tidak seperti instagram,aplikasi nya sangat bagus masuk fitur nya tapi saya kasih gin dulu soal kualitas upload foto video nya masih kurang bagus tidak seperti instagram,2
apknya sudah cukup bagus cuma pas nonton video harus pencet volume dulu kalau mau ada suara jadi ribet kalau dapat di bikin pas mencet video baru ada suara itu lebih baik mana tombol volume nya kecil lagi,apknya sudah cukup bagus cuma pas nonton video harus pencet volume dulu kalau mau ada suara jadi ribet kalau dapat di bikin pas mencet video baru ada suara itu lebih baik mana tombol volume nya kecil lagi,2
benar ini aplikasi yang cukup bagus tapi alangkah baik mohon baik kembali karena ada glitch yang cukup menggangu pada halaman beranda entah ini dari hp saya atau memang dari salah aplikasi apabila seluruh aplikasi ini yang sudah terinstal tidak temu glitch yang sama seperti saya what should i do for fixed this glitch terimakasih atas perhati,benar ini aplikasi yang cukup bagus tapi alangkah baik mohon baik kembali karena ada glitch yang cukup menggangu pada halaman beranda entah ini dari hp saya atau memang dari salah aplikasi apabila seluruh aplikasi ini yang sudah terinstal tidak temu glitch yang sama seperti saya what should i do for fixed this glitch terimakasih atas perhati,2
